Word_Count,Keyword_Density,Meta_Title_Length,Meta_Desc_Length,Alt_Tag_Percent,SEO_Score
564,2.88,34,138,41,53
1762,2.48,32,138,91,82
456,2.15,38,118,59,61
1745,2.64,49,100,97,70
1932,0.69,49,129,76,59
1194,1.66,48,177,70,69
2444,2.97,50,140,36,78
812,2.42,45,148,81,66
515,2.91,62,124,74,62
2472,2.45,34,146,67,81
2006,2.69,53,145,65,76
2406,2.27,44,152,87,73
1867,2.4,55,146,75,77
2453,1.81,54,160,96,81
1428,2.81,57,107,94,75
527,2.56,62,102,47,60
1787,2.61,47,75,31,59
1101,2.18,47,82,33,58
1922,1.26,67,146,71,66
2205,0.59,62,146,78,63
771,2.84,56,89,78,71
1379,1.97,44,169,36,75
2360,1.25,42,106,38,69
1341,0.87,63,114,100,67
2460,2.57,33,142,56,73
528,2.59,64,150,50,63
470,2.54,48,168,64,64
594,2.11,60,128,65,53
488,1.42,54,121,96,63
725,1.26,69,87,72,61
1276,0.52,41,94,37,40
1402,2.58,41,148,65,81
1218,0.72,54,156,77,73
798,2.08,62,70,75,64
2121,1.76,66,110,61,66
1165,1.82,57,171,36,58
1125,2.82,38,87,41,62
2158,0.58,43,70,84,61
2418,2.43,32,108,52,65
445,0.63,34,143,81,42
1941,0.6,55,100,42,43
1619,1.57,70,171,100,74
769,0.66,47,140,82,51
492,2.47,67,107,92,74
1391,1.82,50,77,100,62
351,0.57,68,103,80,34
2120,0.6,45,142,87,61
2169,2.03,69,158,56,76
2086,2.52,52,96,36,64
1754,1.59,58,110,79,54
2167,1.89,39,76,53,58
2307,2.5,34,101,54,75
1734,2.03,40,142,73,67
1139,1.06,58,150,65,56
540,2.03,56,168,86,65
835,2.07,63,85,66,60
1707,2.34,43,71,81,58
382,2.05,70,112,92,60
1281,2.92,39,100,36,66
1250,0.99,40,149,89,64
910,2.88,40,116,66,63
873,1.85,64,102,50,59
1288,2.18,48,154,75,66
758,0.75,53,86,50,38
2473,1.45,30,168,81,68
1822,2.42,41,123,58,60
2284,2.27,43,123,98,79
1866,0.6,32,120,68,63
2459,1.87,61,121,56,62
421,0.72,45,76,39,43
572,2.99,67,123,65,56
1617,2.74,39,162,45,73
697,0.55,46,80,65,32
1284,2.65,69,131,63,76
1530,2.8,33,99,66,62
1433,1.38,44,151,97,72
1601,2.3,62,126,88,72
2210,1.61,68,115,58,72
1805,2.14,39,149,60,68
2216,1.35,36,139,95,77
1119,1.31,62,135,32,53
2256,1.56,46,124,98,75
478,0.86,41,176,51,49
1196,2.58,46,176,82,81
2272,1.37,45,127,77,73
1851,1.5,43,79,76,60
791,2.74,32,73,71,49
360,1.74,59,143,33,47
1377,1.86,70,142,71,75
2003,2.89,64,131,72,75
364,2.72,55,178,71,67
885,0.92,41,112,32,39
2027,1.68,60,111,88,71
834,2.93,46,93,40,57
2455,1.43,66,74,64,66
2170,1.43,37,168,79,66
1304,0.99,48,137,92,58
1529,0.79,55,168,99,77
1339,2.35,33,175,35,70
626,2.43,44,146,61,65
907,2.92,43,170,40,70
301,2.43,59,165,72,69
1333,1.11,53,114,68,57
424,0.6,63,128,42,40
1404,2.96,48,134,42,76
2161,1.35,32,132,68,72
1473,1.28,33,144,75,57
428,2.76,40,159,63,70
737,1.96,42,136,96,63
1050,1.04,47,118,61,48
1521,2.72,48,146,97,78
1201,2.98,62,101,94,75
2392,0.72,67,119,36,62
1602,2.66,32,156,32,63
1733,1.48,64,127,98,77
690,1.81,30,121,78,52
1367,2.79,64,92,87,75
326,2.93,65,99,57,57
847,1.16,67,139,56,50
866,1.03,68,140,51,57
1003,0.7,54,180,100,65
1542,1.9,69,99,42,59
484,0.53,42,106,51,34
1890,1.53,33,117,34,48
2213,0.68,35,101,51,53
1147,1.51,40,139,82,58
898,0.6,30,104,68,51
1105,2.59,37,165,66,70
1657,1.02,63,145,60,65
2426,1.32,69,137,91,85
2178,2.68,38,101,35,61
845,2.37,65,128,63,69
1932,1.05,68,104,81,68
2379,0.68,66,85,59,57
2226,2.29,50,148,42,64
916,1.48,49,174,87,55
1503,2.42,67,121,82,71
2059,1.61,30,135,49,66
525,1.37,64,75,35,40
969,1.63,57,83,84,64
2063,2.37,36,174,60,71
1216,2.76,38,98,88,69
2473,0.62,30,175,48,62
2421,1.81,65,95,99,83
1514,0.58,63,87,57,49
2005,1.67,63,180,42,68
2142,2.71,46,73,81,63
2283,1.4,61,170,90,77
355,2.83,31,126,70,77
1019,2.08,65,122,74,66
2379,2.84,54,171,36,73
873,2.39,55,94,43,56
966,0.76,55,116,65,55
583,1.08,50,121,37,42
2044,1.49,47,162,41,59
797,0.93,58,103,69,64
1765,1.74,53,85,91,69
429,1.68,57,170,43,64
938,2.89,41,163,78,72
2461,1.58,40,156,80,83
2360,2.46,56,105,91,85
1285,2.85,52,97,34,65
1292,2.69,62,134,96,73
2421,1.02,45,141,30,55
400,1.74,57,122,78,61
726,1.37,57,111,46,49
340,1.5,67,148,64,60
728,1.4,35,167,96,60
643,2.57,58,88,42,59
665,1.63,63,113,66,54
908,1.81,32,99,67,55
1027,2.96,35,143,35,58
1124,0.65,67,113,92,58
1675,1.72,42,96,78,61
1188,2.44,65,153,38,63
2343,0.88,44,158,65,62
1641,2.03,35,142,52,65
1596,1.1,62,173,86,75
416,2.67,70,103,79,69
1417,1.32,41,154,88,68
467,1.32,42,93,36,41
2038,2.0,62,125,76,71
1664,0.96,57,76,85,50
994,1.21,65,137,37,51
1224,1.54,34,120,65,55
451,1.38,54,77,71,46
885,1.81,46,125,68,67
1212,2.0,66,146,94,76
1877,1.92,48,127,73,69
795,2.14,64,154,75,72
2448,1.27,63,168,42,80
856,0.82,35,138,66,48
1405,2.4,48,77,43,53
1852,2.63,30,135,42,68
2420,1.14,36,93,41,49
456,1.52,63,111,84,54
1034,1.75,48,123,57,65
2479,1.83,62,85,51,74
1727,2.15,55,73,48,64
858,0.6,70,128,59,54
2454,2.3,56,163,83,79
454,0.65,67,115,44,40
1296,1.67,55,163,59,72
830,2.57,64,168,58,69
2271,1.63,49,175,61,69
1028,0.87,53,82,59,46
1477,2.96,50,106,45,70
453,2.72,55,123,65,63
391,2.43,49,118,77,61
1803,1.53,35,144,57,51
2016,0.96,32,127,91,62
2316,2.85,39,88,85,82
1086,1.83,41,87,85,59
572,2.63,62,129,46,73
2327,1.36,51,86,91,65
476,1.34,45,80,50,41
942,2.96,46,84,66,61
2198,1.8,39,141,63,65
866,0.85,41,177,58,56
965,1.05,48,162,97,62
1631,1.7,69,86,89,79
2098,0.61,52,159,40,59
1369,1.66,69,74,89,61
707,1.55,39,130,63,49
1512,2.45,39,73,62,69
2153,1.39,39,125,39,59
1452,2.96,68,157,89,92
1441,0.95,59,144,55,59
443,1.98,33,163,54,56
786,0.72,30,173,31,50
1159,2.33,48,117,32,60
2235,2.99,34,117,61,77
447,2.55,59,104,30,52
1659,1.89,55,177,53,75
1657,1.71,69,178,79,77
389,2.59,63,102,72,61
1657,2.84,31,169,73,87
498,2.97,53,90,62,60
837,1.49,43,171,67,56
600,2.98,70,74,81,74
1023,0.89,42,133,64,55
1898,1.13,58,138,46,58
1759,0.72,30,90,87,53
367,1.18,63,158,77,62
1837,2.42,33,143,72,73
697,2.63,57,152,77,75
919,2.45,48,101,73,63
1884,2.08,30,87,62,64
1463,1.78,65,127,31,59
1029,2.27,42,167,39,59
855,1.48,34,148,57,59
2252,2.6,62,93,76,79
2051,2.19,43,74,37,62
1295,2.24,45,122,52,68
2259,1.84,61,165,77,77
1901,2.71,56,142,92,86
1780,1.13,64,124,66,75
2434,1.45,32,74,41,54
1402,2.44,33,138,94,66
1703,1.73,36,110,44,60
2477,2.72,42,174,39,70
1599,1.37,70,167,71,66
2022,1.42,32,76,55,54
1198,2.72,46,159,78,75
1506,1.66,39,70,52,53
1835,1.79,30,121,93,79
377,1.33,57,167,46,54
1832,1.19,39,95,63,53
537,2.14,36,165,86,62
1457,0.8,68,132,33,51
2296,2.7,32,81,100,70
1515,2.45,36,139,98,78
577,0.98,38,153,97,58
823,2.24,69,88,79,67
479,2.01,64,149,96,74
422,0.96,55,73,97,53
1569,1.18,34,165,88,58
2057,1.52,42,151,92,71
1394,2.25,59,74,96,68
779,2.1,69,123,55,70
2097,1.83,68,139,30,75
2431,2.42,39,126,97,79
1115,2.39,52,147,47,60
742,2.04,40,121,41,53
442,2.47,41,87,67,54
491,1.34,42,133,71,52
1710,2.7,69,79,65,78
677,2.04,45,92,45,52
834,2.56,38,151,94,69
2016,1.87,39,137,96,71
1332,1.05,58,121,68,51
1710,1.86,38,165,88,76
2440,1.43,62,116,67,72
2289,2.24,53,139,45,75
1477,1.69,64,95,40,58
704,2.59,40,139,57,57
1472,2.2,68,168,31,69
1188,2.21,42,174,49,71
721,1.04,52,112,67,51
1941,2.96,54,138,85,92
771,2.6,45,132,68,67
846,2.47,50,147,60,76
930,1.33,39,135,52,62
1337,1.84,70,173,63,68
2129,0.84,69,132,46,59
663,1.85,48,82,53,48
2466,0.86,64,120,64,58
845,1.88,57,74,52,55
933,2.12,70,116,37,62
2236,1.48,31,105,83,66
1980,1.75,59,105,50,58
1262,2.69,69,119,48,78
1182,0.77,69,125,60,47
1170,2.48,34,88,79,56
815,0.93,67,89,100,62
1720,0.59,44,91,53,50
1165,0.96,65,100,75,54
2453,2.41,32,174,37,73
1408,1.51,53,180,32,62
513,2.68,70,131,63,74
318,1.81,70,113,86,56
941,0.56,41,137,87,55
1404,2.29,37,136,64,71
629,0.78,43,170,50,44
1165,2.47,47,158,94,76
1073,0.92,49,118,95,58
691,1.36,52,170,86,56
936,2.4,34,128,71,64
1325,2.89,30,73,72,65
1974,1.43,31,108,55,64
1039,2.57,45,76,96,66
1845,0.98,34,140,55,58
768,2.52,51,118,37,65
1435,2.14,30,158,76,65
1331,0.98,41,84,66,44
1173,1.26,48,76,47,48
759,0.83,51,116,65,48
1849,1.46,46,137,31,57
1051,1.01,42,167,32,48
1761,2.11,68,114,63,67
2077,2.99,57,177,75,93
1153,0.53,32,175,91,58
1629,1.85,34,88,99,76
777,1.93,65,116,86,61
434,2.79,44,122,39,67
1452,1.77,46,171,47,66
709,1.86,58,96,62,56
1745,1.68,33,74,36,44
1617,1.17,61,129,74,61
1569,0.64,67,146,58,66
1879,1.52,33,131,67,49
385,0.63,42,128,68,36
2165,1.88,49,179,54,66
1769,1.27,47,130,46,64
677,1.83,66,125,90,70
1980,0.84,41,147,80,58
1374,2.83,54,163,66,75
541,2.74,59,116,96,72
1219,0.97,44,117,53,55
1886,1.36,65,79,78,59
1571,2.03,37,101,50,59
369,0.74,57,134,86,51
2404,1.39,51,93,70,65
1705,1.13,67,98,46,53
2386,2.79,45,176,50,82
2307,2.63,34,76,97,71
1100,1.95,63,164,93,75
1341,1.8,67,86,73,72
1124,2.83,40,163,57,75
1055,2.83,31,94,65,69
2295,2.92,54,161,66,86
2139,0.81,54,105,73,67
1621,0.9,30,130,79,48
1909,2.19,60,140,84,70
409,1.85,34,104,39,40
1316,0.55,69,153,67,55
2261,0.65,33,147,78,67
2069,2.72,34,119,31,58
324,2.67,34,125,73,53
1142,1.39,45,163,64,60
1037,2.73,47,134,50,66
2404,1.98,46,171,86,86
479,2.51,64,110,52,59
531,1.57,47,94,61,49
2217,0.78,33,103,100,67
642,1.58,60,77,62,47
776,1.64,60,125,46,56
2122,1.88,38,153,71,74
754,0.76,60,99,46,43
1555,2.98,34,137,77,79
588,1.11,65,90,77,48
1536,1.0,45,160,86,73
829,1.82,70,79,90,62
895,1.84,45,156,73,61
734,1.6,49,102,52,44
1181,2.43,59,144,82,69
2081,1.79,55,174,62,71
701,2.02,60,152,85,63
2435,2.31,44,144,57,69
1865,0.56,70,73,52,53
608,1.93,67,92,92,66
642,2.71,67,138,36,66
735,0.54,49,122,31,24
476,1.51,64,74,94,51
438,2.82,52,87,33,60
493,1.38,68,86,37,40
1484,1.65,54,127,78,66
1242,2.95,51,136,58,66
824,1.0,37,176,84,65
1924,0.66,38,141,66,53
1040,2.65,44,125,35,64
1161,2.67,49,109,53,61
1253,1.68,64,156,69,56
1602,1.79,66,156,41,69
1574,2.59,32,71,93,57
2043,2.35,63,172,75,78
2487,1.16,63,90,43,70
1091,0.54,65,121,56,67
845,1.7,64,93,66,58
2144,2.65,38,122,91,74
1316,2.74,59,107,96,77
2227,2.89,55,89,43,65
1853,2.7,41,119,68,70
356,1.95,53,108,34,57
2459,1.61,70,129,55,74
304,2.44,48,160,82,60
1737,2.35,45,177,92,83
1662,1.85,55,108,40,51
2120,0.72,52,140,62,52
1582,2.82,62,102,70,78
2437,1.64,59,98,69,66
1573,1.41,52,143,75,74
1431,2.07,39,79,33,47
967,2.18,65,145,40,70
1581,1.03,60,136,56,68
1296,2.59,51,72,37,59
2226,1.22,67,146,50,67
581,0.97,31,178,34,42
1527,1.52,52,100,91,62
2363,2.33,64,96,61,66
1235,2.91,66,139,87,84
553,2.52,61,96,56,63
1511,2.85,41,168,55,73
628,0.85,64,180,69,59
1720,0.68,70,78,58,52
1840,1.89,32,75,36,46
1492,1.23,63,75,50,47
2016,2.57,67,173,96,87
1501,2.18,53,95,39,57
954,2.93,67,112,91,82
1685,1.14,46,88,37,53
1059,1.71,69,85,33,61
2098,1.75,30,174,58,72
1363,1.1,37,92,41,38
715,1.98,44,144,80,56
554,1.61,54,149,48,50
1466,1.62,37,98,60,54
2176,1.41,61,107,55,61
1199,0.54,42,128,35,47
2358,1.81,44,117,58,73
325,1.34,35,89,46,34
720,0.5,62,90,49,34
1544,1.27,36,97,71,63
2176,1.2,62,119,76,70
1560,1.48,58,102,99,65
1308,0.83,67,109,31,57
518,1.77,66,159,66,70
1810,2.23,61,123,48,66
2259,2.08,32,79,70,69
962,2.51,49,103,45,65
1289,1.63,43,142,89,70
488,1.8,57,105,86,66
554,2.53,67,144,93,69
367,1.57,33,143,34,45
915,2.25,44,179,47,73
1173,1.59,46,76,42,47
1925,1.54,66,171,65,71
656,2.4,53,85,48,56
555,0.94,67,120,60,44
1307,1.35,70,159,52,66
2055,1.06,65,165,61,61
583,1.4,70,130,40,60
398,1.08,37,100,95,42
496,1.95,32,101,34,49
1177,2.5,59,114,42,60
2168,2.47,51,145,93,78
1688,1.41,62,96,64,62
869,2.97,54,91,58,66
1365,1.98,59,84,52,60
721,1.5,66,77,45,51
1504,2.59,32,137,55,70
844,2.32,33,77,32,38
370,2.37,58,156,52,63
1523,0.99,61,85,86,53
1067,1.67,52,117,38,47
2006,2.65,48,103,80,70
954,1.76,44,155,62,51
2096,2.21,45,156,53,72
520,1.97,52,126,79,52
481,2.61,69,74,81,66
606,1.21,66,170,100,75
1719,1.94,30,113,67,70
1313,0.81,48,140,73,52
2351,2.23,66,106,85,74
1147,2.33,64,159,95,82
1103,0.61,59,97,74,52
514,2.19,46,137,81,63
1743,1.54,68,165,30,59
400,0.81,55,107,93,52
872,1.55,42,115,37,53
1632,0.99,51,142,72,58
957,1.54,52,169,37,60
1833,1.46,62,95,58,63
1956,2.35,56,144,42,68
525,2.44,64,153,30,60
404,2.02,41,122,58,48
2297,0.56,38,132,79,65
1071,2.83,63,132,66,68
728,2.22,43,107,30,48
733,0.59,66,84,98,58
1530,2.55,32,168,77,71
1165,1.0,50,78,84,49
550,1.95,36,166,95,66
1155,1.67,62,144,92,79
1493,1.55,64,91,51,64
860,2.72,40,139,40,64
1769,1.59,61,125,58,70
1218,0.69,51,106,32,47
1473,2.87,48,126,74,75
732,2.8,65,129,32,68
2406,2.21,66,154,97,90
1268,1.67,40,81,43,49
1135,0.73,70,76,94,58
1197,2.48,42,135,86,73
771,0.69,57,172,44,53
546,0.67,44,110,89,51
1290,1.84,42,93,83,56
1226,0.9,62,159,31,53
1491,0.52,37,94,93,46
1374,1.56,61,131,57,64
2134,0.84,66,153,96,76
988,0.9,33,173,32,54
1784,0.69,47,174,82,67
1259,1.01,52,175,55,58
777,2.29,58,113,33,54
1006,2.52,31,71,45,55
1437,1.63,42,111,83,59
1053,1.77,45,168,45,61
1959,0.58,37,102,60,56
887,0.67,48,86,31,48
1634,1.14,61,132,74,70
1792,1.86,32,91,83,60
2147,2.35,61,70,88,71
506,2.01,70,170,88,75
2498,1.48,50,163,51,70
464,0.8,54,179,63,47
2298,2.45,46,139,85,94
2384,1.41,54,174,63,75
632,2.34,62,123,55,68
702,1.78,60,83,100,60
713,2.35,65,169,74,72
344,2.77,52,166,50,66
361,2.8,54,171,72,69
1167,1.84,59,172,68,66
1791,1.78,42,122,42,71
318,1.16,58,75,71,48
664,2.84,45,159,74,63
1440,1.64,67,133,80,70
879,0.82,56,157,46,45
845,1.58,55,102,92,57
2029,0.82,40,141,36,55
354,1.76,66,113,84,63
1077,1.9,32,176,33,44
341,1.34,55,103,60,57
1620,0.68,63,103,85,57
530,2.86,62,93,33,57
752,2.43,44,71,69,65
1845,2.6,31,77,76,75
1681,1.42,57,94,79,60
1767,2.4,49,163,52,78
1451,1.71,67,101,80,68
1516,1.0,45,125,67,70
1180,0.81,33,163,38,45
384,1.36,37,76,90,57
1353,0.84,49,117,50,48
348,3.0,55,157,38,59
1468,0.62,61,123,54,52
368,1.6,42,132,65,44
2001,1.63,34,142,72,62
1898,1.25,42,149,57,60
2494,1.93,70,71,93,76
2169,0.87,40,104,74,64
1315,2.46,66,167,85,84
745,1.33,61,91,77,55
1701,1.98,47,152,37,55
2442,2.29,58,133,43,63
561,2.72,44,128,44,56
2148,2.59,49,118,68,71
1196,2.02,65,121,54,61
1394,1.47,34,90,92,67
1856,1.76,69,81,88,67
391,2.42,66,80,58,53
426,2.69,62,123,32,59
379,0.76,47,152,68,47
2147,1.46,48,139,51,68
1282,2.44,61,175,70,78
1215,1.58,51,83,49,62
993,1.33,70,102,48,53
324,1.53,30,180,42,59
455,2.01,54,171,48,64
2112,3.0,49,146,95,90
1853,1.73,64,95,94,62
2266,1.02,35,83,32,39
2033,0.91,35,178,53,53
1380,0.61,66,157,67,62
1928,1.9,32,117,31,61
318,1.86,66,134,85,66
1707,1.01,60,115,66,61
1516,2.24,64,178,33,75
1710,2.35,44,124,73,77
576,1.15,46,163,74,55
1044,1.36,44,143,76,62
851,2.98,34,143,55,67
1476,1.44,51,161,38,64
938,2.4,40,137,77,68
536,1.63,57,147,60,59
1297,2.48,43,81,84,63
2402,2.42,68,123,30,74
2303,2.17,32,133,88,74
1759,2.64,40,171,40,66
2456,2.85,59,116,31,76
1507,1.95,67,106,75,64
1691,1.09,34,143,30,51
2306,1.5,51,110,99,72
1521,2.4,42,96,100,69
1694,2.13,50,111,95,80
672,0.94,66,145,31,57
1820,0.63,54,155,98,66
1148,2.21,50,137,42,66
1645,1.13,57,98,48,47
803,1.75,70,105,76,56
1002,2.37,33,178,30,60
2389,1.91,58,126,47,65
614,0.71,64,147,61,54
1340,0.96,52,81,40,48
582,1.05,36,114,49,43
557,1.14,38,89,37,51
874,1.91,52,114,67,61
873,1.76,32,92,35,48
1342,1.01,38,131,31,50
1852,0.67,33,155,84,56
722,0.93,54,103,32,52
1789,2.96,35,90,95,68
1696,1.67,47,120,55,63
1057,2.67,36,78,77,66
1404,2.62,64,143,37,74
1874,1.78,60,79,96,69
728,2.27,67,121,98,75
2321,0.98,61,114,59,59
503,2.22,64,121,56,69
2292,1.18,57,99,72,64
606,2.58,34,133,34,52
1987,0.71,59,166,49,59
313,2.43,51,71,81,59
2160,0.75,46,118,50,48
2261,2.7,39,165,32,78
1380,1.26,36,114,70,52
1022,2.14,33,86,93,67
1079,1.72,56,97,97,58
1533,1.42,36,114,100,65
828,2.11,52,86,53,58
1097,2.87,40,128,81,74
643,0.6,37,83,31,30
1602,2.8,37,79,73,61
508,2.02,66,167,70,65
940,2.52,34,147,99,77
1611,1.46,36,150,36,67
2247,1.68,51,170,67,67
1219,2.67,65,155,74,74
2023,1.54,31,87,38,44
2344,1.84,53,104,82,70
718,0.55,31,117,57,38
2049,0.9,41,127,48,50
1688,2.1,55,87,97,80
1399,2.29,67,121,33,70
2456,1.96,35,99,42,64
1845,0.86,52,106,40,52
1370,1.61,31,109,31,53
2150,1.39,55,75,99,63
1419,1.74,43,148,41,60
1257,2.68,47,104,66,64
402,2.44,67,95,85,77
1469,0.71,61,174,81,59
2203,2.73,43,160,33,72
2055,1.68,59,99,33,54
978,2.36,42,144,78,71
2268,0.85,69,93,81,70
1288,2.18,60,124,63,64
1405,1.09,66,147,51,54
1907,1.6,67,156,42,66
1802,0.54,51,78,92,53
2089,0.88,57,175,44,64
1485,0.73,48,131,69,64
1231,1.1,45,180,67,65
1725,0.75,34,87,84,57
1361,2.23,31,120,73,64
2278,0.57,39,172,95,82
2342,2.04,48,88,95,75
1578,0.85,49,138,72,63
1502,2.86,58,151,67,83
893,2.83,54,102,58,64
1721,1.06,46,177,85,70
1327,2.04,42,107,35,52
1259,0.57,45,82,38,41
1473,2.83,64,118,51,79
1115,1.81,65,142,75,74
703,0.61,68,159,60,58
1192,1.36,32,122,50,55
367,0.69,38,70,67,37
387,1.48,69,81,81,60
2348,2.17,58,93,48,68
1458,1.67,34,70,39,40
2020,1.46,32,137,75,74
1674,0.8,39,76,95,54
2487,1.11,60,161,67,78
2480,0.75,40,170,91,69
1943,2.52,46,138,75,63
477,0.84,69,108,64,50
1681,1.99,70,101,72,61
1207,1.36,37,118,59,57
885,1.06,31,100,92,50
1289,2.1,33,177,59,72
1431,1.64,45,148,58,63
2469,1.5,70,72,95,69
2364,1.98,70,179,51,83
1519,1.73,50,116,64,55
617,1.26,34,180,71,55
1802,1.9,64,84,53,54
2334,2.17,43,120,55,72
2342,0.57,44,176,60,65
802,1.66,35,151,31,51
2322,0.64,45,154,68,59
418,0.97,52,143,41,53
1009,1.9,60,90,73,65
344,2.67,41,159,72,67
613,2.71,70,110,96,71
717,0.67,48,72,67,41
1401,1.55,41,70,95,59
625,1.96,42,90,69,48
1739,0.87,31,144,51,58
2286,2.41,49,149,92,90
373,2.36,60,168,88,80
1902,2.76,38,90,48,64
808,0.52,50,174,49,57
987,1.04,37,144,72,62
956,2.57,68,164,87,76
1842,2.18,66,118,83,71
1592,2.74,58,134,69,82
1699,0.64,48,110,56,49
1852,1.99,64,165,42,68
1375,1.92,67,136,76,75
624,0.59,55,165,52,43
1291,1.78,40,111,88,61
2293,2.02,65,138,36,62
1016,0.98,64,126,79,55
576,1.18,33,112,95,49
451,2.1,32,170,32,49
1254,1.67,41,81,68,53
1806,2.65,61,147,36,62
558,1.36,55,133,97,56
1168,1.17,42,177,84,71
1491,2.96,67,120,37,73
987,2.78,58,142,61,68
609,0.57,48,129,48,40
1802,2.43,64,140,41,75
772,0.78,70,149,86,61
1113,0.57,56,97,39,38
1145,1.18,60,140,50,54
1464,1.17,32,83,49,41
966,2.55,64,101,33,57
2108,2.28,53,77,48,68
1743,2.95,36,96,58,71
2067,2.28,64,119,100,87
1564,1.55,50,128,93,69
654,2.25,30,126,40,44
2172,3.0,35,72,62,64
2324,2.28,68,96,54,76
479,2.4,63,163,62,68
365,2.85,47,103,55,53
1119,0.78,54,95,65,48
1671,2.26,44,170,40,78
470,2.63,61,109,59,67
1690,2.89,47,155,86,89
1430,1.03,60,101,39,46
1134,1.76,58,110,54,67
526,2.2,44,71,97,56
741,1.12,52,180,86,71
1027,2.0,67,141,63,69
1904,1.14,70,175,83,78
2431,1.33,40,76,80,67
1336,1.6,44,88,35,50
2132,1.82,52,102,88,75
2148,1.62,32,71,83,56
792,1.73,48,136,46,54
1848,1.25,30,161,55,64
1443,0.9,53,147,38,54
1269,0.62,40,84,31,37
2387,0.99,59,90,49,60
939,1.95,40,147,35,48
472,2.47,68,128,84,75
1870,0.92,30,173,77,53
558,0.77,41,151,87,53
816,2.37,33,108,71,63
822,1.26,54,89,50,48
2217,2.88,37,70,35,62
2464,2.29,44,142,59,81
2229,1.32,59,78,52,57
1439,1.22,69,176,65,77
1138,1.81,61,120,32,55
1389,0.7,64,107,63,53
1393,0.79,50,172,59,62
2269,0.94,60,162,71,69
1874,2.44,65,84,50,69
1880,1.78,56,153,33,68
1414,0.53,37,171,78,52
1049,2.18,52,110,77,68
1393,1.56,52,163,80,60
1489,1.78,62,116,53,63
2175,1.04,42,95,75,58
2087,1.88,68,123,56,65
1907,2.95,64,139,80,93
348,0.68,45,108,49,40
1375,1.21,41,86,100,56
1612,1.11,60,139,47,60
1949,1.12,34,161,37,69
2480,1.45,69,78,56,61
1489,2.55,54,160,43,74
1697,2.78,50,168,47,70
2128,1.01,32,115,94,66
778,1.86,39,75,60,47
1131,2.09,52,137,49,61
1914,1.8,46,85,99,70
981,1.59,64,156,74,73
1623,0.98,54,156,30,48
381,1.72,31,98,48,53
386,1.5,56,110,68,43
2363,2.49,38,137,56,75
1121,2.41,33,131,85,67
462,0.83,55,173,45,49
2232,0.72,61,109,36,56
2150,2.77,58,131,49,79
2160,1.84,51,93,60,68
1415,2.64,42,75,54,60
2182,0.65,52,109,30,55
1222,1.82,60,139,46,61
2475,1.85,70,127,56,75
1749,2.65,65,83,53,75
1882,0.74,69,147,91,76
864,1.1,60,114,81,63
770,1.52,44,180,80,59
1287,2.66,43,168,95,81
2234,2.85,64,75,86,83
523,2.98,53,92,84,76
650,2.9,59,131,82,76
2228,0.51,59,153,48,58
648,0.62,56,86,42,38
481,0.87,69,153,58,41
936,1.37,43,139,35,50
1317,2.57,40,173,30,63
1071,2.73,55,97,53,61
1315,0.97,50,82,35,41
2411,2.05,38,98,77,78
328,2.79,30,114,49,41
2444,1.66,35,89,96,63
2193,0.76,30,127,84,73
1765,1.64,51,150,47,69
1526,1.44,42,123,50,58
2368,1.94,67,168,93,86
1425,1.6,70,178,66,69
365,0.54,69,172,48,44
1434,2.98,60,133,85,82
637,1.86,44,121,91,65
2470,1.68,31,170,47,65
2028,2.89,60,112,59,68
746,0.89,55,156,85,62
580,0.97,31,87,71,47
895,2.52,40,169,82,76
2286,1.15,62,153,79,73
1374,2.5,47,123,33,51
509,1.18,50,129,92,51
425,0.58,60,140,96,62
791,1.79,55,169,85,62
1269,0.99,59,175,78,69
880,2.39,68,70,51,54
1511,2.1,50,106,41,54
529,2.81,45,118,78,75
488,2.46,36,104,42,61
2357,0.95,51,174,62,70
801,2.5,36,136,76,62
2432,2.1,31,104,93,78
348,2.17,66,162,46,54
988,2.58,43,78,63,65
686,1.93,37,106,97,70
1269,1.67,58,129,68,67
1305,2.09,36,125,30,49
2024,1.24,67,175,34,74
2304,0.96,51,180,69,72
1907,2.04,46,158,92,77
2089,1.08,45,81,30,45
570,0.7,62,171,64,49
422,0.5,68,140,46,52
1580,2.02,64,140,89,76
1744,1.41,67,73,30,53
558,2.38,61,130,33,59
1247,1.44,32,114,38,39
2394,1.72,32,180,74,75
1162,1.52,37,164,61,60
824,2.13,60,119,98,77
1187,1.39,38,119,43,55
507,2.91,34,172,80,64
448,2.84,57,143,52,63
737,2.62,44,117,75,70
2021,2.8,56,92,56,66
657,1.62,60,159,65,70
1540,1.84,69,156,97,78
2230,2.36,47,162,61,80
755,2.24,67,77,95,64
1932,2.73,33,152,71,74
928,2.29,50,98,79,59
785,2.99,52,112,86,79
499,1.37,51,122,93,61
670,2.58,30,75,75,51
1313,2.24,54,162,83,78
2282,2.23,70,93,82,83
1771,1.31,57,143,58,70
547,2.46,66,83,66,62
1087,2.75,40,121,98,74
2378,1.05,51,139,43,58
1821,2.06,54,73,56,69
1572,1.48,50,127,34,59
904,2.97,65,148,73,81
1989,1.7,49,106,44,51
1717,1.07,45,117,96,69
2120,1.45,57,108,30,59
801,2.13,58,161,53,69
848,0.69,55,135,91,51
1665,2.01,69,82,86,80
1138,2.83,31,135,49,60
1730,2.63,39,129,87,81
1748,0.67,42,110,43,48
1147,2.98,44,101,82,80
